movie_id,movie_title,title_year,language,country,color,genres,imdb_score,plot_keywords,director_name,num_voted_users,num_user_for_reviews,num_critic_for_reviews,content_rating,facenumber_in_poster,movie_imdb_link,,,,
,Cheaper by the Dozen 2,2005,English,USA,Color,Adventure|Comedy|Family,5.4,children|competition|rival|second part|vacation,Adam Shankman,42737,128,77,PG,6,http://www.imdb.com/title/tt0452598/?ref_=fn_tt_tt_1,,,,          
,Miss Congeniality 2: Armed and Fabulous,2005,English,USA,Color,Action|Comedy|Crime,5,bodyguard|fbi|fbi agent|female protagonist|undercover,John Pasquin,51252,156,111,PG-13,2,http://www.imdb.com/title/tt0385307/?ref_=fn_tt_tt_1,,,,          
,xXx: State of the Union,2005,English,USA,Color,Action|Adventure|Crime|Thriller,4.3,coup d'etat|mutiny|president|u.s. navy|washington d.c.,Lee Tamahori,51349,213,77,PG-13,2,http://www.imdb.com/title/tt0329774/?ref_=fn_tt_tt_1,,,,          
,Dark Water,2005,English,USA,Color,Drama|Horror|Thriller,5.6,apartment|hello kitty|school|teacher|water,Walter Salles,44966,411,196,PG-13,2,http://www.imdb.com/title/tt0382628/?ref_=fn_tt_tt_1,,,,          
,The Great Raid,2005,Filipino,USA, Black and White,Action|Drama|War,6.7,american|lieutenant colonel|mission|rescue|soldier,John Dahl,18209,183,81,R,0,http://www.imdb.com/title/tt0326905/?ref_=fn_tt_tt_1,,,,          
,Just Like Heaven,2005,English,USA,Color,Comedy|Fantasy|Romance,6.7,apartment|architect|coma|doctor|spirit,Mark Waters,82819,263,142,PG-13,1,http://www.imdb.com/title/tt0425123/?ref_=fn_tt_tt_1,,,,          
,The Pacifier,2005,English,Canada,Color,Action|Comedy|Drama|Family|Thriller,5.5,bodyguard|death of husband|male nanny|nanny|wrestling match,Adam Shankman,66308,225,125,PG,0,http://www.imdb.com/title/tt0395699/?ref_=fn_tt_tt_1,,,,          
,Hitch,2005,English,USA,Color,Comedy|Romance,6.6,advice|friendship|gossip|newspaper|quitting a job,Andy Tennant,244840,372,171,PG-13,1,http://www.imdb.com/title/tt0386588/?ref_=fn_tt_tt_1,,,,          
,Flightplan,2005,English,USA,Color,Drama|Mystery|Thriller,6.2,captain|flight|flight attendant|plane|search,Robert Schwentke,126746,600,231,PG-13,1,http://www.imdb.com/title/tt0408790/?ref_=fn_tt_tt_1,,,,          
,Æon Flux,2005,English,USA,Color,Action|Sci-Fi,5.5,based on cult favorite|disease|female hero|female protagonist|future,Karyn Kusama,110614,532,178,PG-13,0,http://www.imdb.com/title/tt0402022/?ref_=fn_tt_tt_1,,,,          
,Elizabethtown,2005,English,USA,Color,Comedy|Drama|Romance,6.4,flight|flight attendant|kentucky|shoes|travel,Cameron Crowe,58658,495,190,PG-13,0,http://www.imdb.com/title/tt0368709/?ref_=fn_tt_tt_1,,,,          
,The Dukes of Hazzard,2005,English,USA,Color,Action|Adventure|Comedy,5.1,1969 dodge charger|bikini|farm|misogynist|tow truck,Jay Chandrasekhar,66382,612,144,PG-13,5,http://www.imdb.com/title/tt0377818/?ref_=fn_tt_tt_1,,,,          
,The Ring Two,2005,English,USA,Color,Horror|Mystery,5.4,cartoon on tv|foreign language adaptation|second part|videotape|writer,Hideo Nakata,71153,560,196,PG-13,0,http://www.imdb.com/title/tt0377109/?ref_=fn_tt_tt_1,,,,          
,V for Vendetta,2005,English,USA,Color,Action|Drama|Thriller,8.2,dystopia|freedom|government|revolution|terrorist,James McTeigue,791783,2042,525,R,1,http://www.imdb.com/title/tt0434409/?ref_=fn_tt_tt_1,,,,          
,Herbie Fully Loaded,2005,English,USA,Color,Adventure|Comedy|Family|Fantasy|Romance|Sport,4.7,automobile racing|car|mechanic|nascar|street racing,Angela Robinson,36431,168,117,G,1,http://www.imdb.com/title/tt0400497/?ref_=fn_tt_tt_1,,,,          
,Syriana,2005,English,USA,Color,Drama|Thriller,7,cia|hezbollah|lebanon|oil|prince,Stephen Gaghan,109188,625,358,R,0,http://www.imdb.com/title/tt0365737/?ref_=fn_tt_tt_1,,,,          
,The Adventures of Sharkboy and Lavagirl 3-D,2005,English,USA,Color,Action|Adventure|Family|Fantasy,3.5,boy|bully|dream|dream sequence|planet,Robert Rodriguez,20310,177,66,PG,1,http://www.imdb.com/title/tt0424774/?ref_=fn_tt_tt_1,,,,          
,Man of the House,2005,English,USA,Color,Action|Comedy,5.4,cheerleader|cheerleading movie|neo noir|neo western|texas ranger,Stephen Herek,19829,94,59,PG-13,5,http://www.imdb.com/title/tt0331933/?ref_=fn_tt_tt_1,,,,          
,Into the Blue,2005,English,USA,Color,Action|Adventure|Crime|Thriller,5.8,bahamas|blood splatter|cocaine|hairy chest|shark,John Stockwell,63599,208,120,PG-13,3,http://www.imdb.com/title/tt0378109/?ref_=fn_tt_tt_1,,,,          
,Domino,2005,English,France,Color,Action|Biography|Crime|Drama|Thriller,6,bounty hunter|fbi|female bounty hunter|female nudity|reality show,Tony Scott,58015,374,186,R,0,http://www.imdb.com/title/tt0421054/?ref_=fn_tt_tt_1,,,,          
,Monster-in-Law,2005,English,Germany,Color,Comedy|Romance,5.5,breakdown|fight|mother in law|scheme|wedding,Robert Luketic,43358,228,132,PG-13,0,http://www.imdb.com/title/tt0369735/?ref_=fn_tt_tt_1,,,,          
,Coach Carter,2005,English,USA,Color,Drama|Sport,7.2,basketball|basketball coach|coach|contract|high school,Thomas Carter,92702,209,127,PG-13,0,http://www.imdb.com/title/tt0393162/?ref_=fn_tt_tt_1,,,,          
,Kicking & Screaming,2005,English,USA,Color,Comedy|Family|Romance|Sport,5.6,book|child|slapstick comedy|soccer|suburb,Jesse Dylan,30255,118,94,PG,1,http://www.imdb.com/title/tt0384642/?ref_=fn_tt_tt_1,,,,          
,The Hitchhiker's Guide to the Galaxy,2005,English,USA,Color,Adventure|Comedy|Sci-Fi,6.8,alien|friend|galaxy|hyperspace|spaceship,Garth Jennings,155745,1053,276,PG,0,http://www.imdb.com/title/tt0371724/?ref_=fn_tt_tt_1,,,,          
,The Producers,2005,English,USA,Color,Comedy|Musical,6.4,accountant|money|opening night|scheme|swedish,Susan Stroman,35140,409,168,PG-13,3,http://www.imdb.com/title/tt0395251/?ref_=fn_tt_tt_1,,,,          
,Unleashed,2005,English,France,Color,Action|Crime|Drama|Thriller,7,collar|dog|fight|fighting|piano,Louis Leterrier,85198,303,177,R,1,http://www.imdb.com/title/tt0342258/?ref_=fn_tt_tt_1,,,,          
,Lord of War,2005,English,USA,Color,Crime|Drama|Thriller,7.6,1980s|arms dealer|immorality|ukrainian|warlord,Andrew Niccol,248123,437,168,R,2,http://www.imdb.com/title/tt0399295/?ref_=fn_tt_tt_1,,,,          
,Sin City,2005,English,USA, Black and White,Crime|Thriller,8.1,anthology|corruption|hearing characters thoughts|neo noir|night,Frank Miller,656640,1732,374,R,1,http://www.imdb.com/title/tt0401792/?ref_=fn_tt_tt_1,,,,          
,The Skeleton Key,2005,English,USA, Black and White,Horror|Mystery|Thriller,6.5,attic|bound and gagged|hoodoo|secret|southern gothic,Iain Softley,87447,371,193,PG-13,0,http://www.imdb.com/title/tt0397101/?ref_=fn_tt_tt_1,,,,          
,Fever Pitch,2005,English,USA,Color,Comedy|Drama|Romance|Sport,6.2,baltimore orioles|boston red sox|promotion|ups|world series,Bobby Farrelly,36223,208,124,PG-13,1,http://www.imdb.com/title/tt0332047/?ref_=fn_tt_tt_1,,,,          
,Get Rich or Die Tryin',2005,English,USA,Color,Biography|Crime|Drama|Music,5,male frontal nudity|male pubic hair|prison|pubic hair|violence,Jim Sheridan,35834,284,98,R,0,http://www.imdb.com/title/tt0430308/?ref_=fn_tt_tt_1,,,,          
,Rent,2005,English,USA,Color,Drama|Musical|Romance,7,aids|hiv positive|lawyer|new york city|roommate,Chris Columbus,41685,754,146,PG-13,1,http://www.imdb.com/title/tt0294870/?ref_=fn_tt_tt_1,,,,          
,Nomad: The Warrior,2005,Kazakh,France,Color,Drama|History|War,6,1800s|kazakhstan|nomad,Sergey Bodrov,3322,32,30,R,0,http://www.imdb.com/title/tt0374089/?ref_=fn_tt_tt_1,,,,          
,Serenity,2005,English,USA,Color,Action|Adventure|Sci-Fi|Thriller,8,alliance|cannibalism|future|operative|planet,Joss Whedon,242599,1594,276,PG-13,0,http://www.imdb.com/title/tt0379786/?ref_=fn_tt_tt_1,,,,          
,Guess Who,2005,English,USA,Color,Comedy|Romance,5.9,argument|engagement|family relationships|love|undressing,Kevin Rodney Sullivan,33887,160,104,PG-13,2,http://www.imdb.com/title/tt0372237/?ref_=fn_tt_tt_1,,,,          
,Sky High,2005,English,USA,Color,Adventure|Comedy|Family|Sci-Fi,6.2,coming of age|friend|high school|sidekick|superpower,Mike Mitchell,61321,217,127,PG,3,http://www.imdb.com/title/tt0405325/?ref_=fn_tt_tt_1,,,,          
,Must Love Dogs,2005,English,USA,Color,Comedy|Romance,5.9,date|dating|dog|love|teacher,Gary David Goldberg,25883,262,120,PG-13,2,http://www.imdb.com/title/tt0417001/?ref_=fn_tt_tt_1,,,,          
,House of Wax,2005,English,Australia,Color,Horror,5.3,brother sister relationship|group of friends|male nudity|twin|wax,Jaume Collet-Serra,94456,576,228,R,0,http://www.imdb.com/title/tt0397065/?ref_=fn_tt_tt_1,,,,          
,Valiant,2005,English,UK,Color,Adventure|Animation|Comedy|Family|War,5.6,dove|falcon|nursing|pigeon|psychological torture,Gary Chapman,15788,80,93,G,0,http://www.imdb.com/title/tt0361089/?ref_=fn_tt_tt_1,,,,          
,Cursed,2005,English,USA,Color,Comedy|Horror,5,creature|death|party|rescue|werewolf,Wes Craven,26126,325,158,PG-13,0,http://www.imdb.com/title/tt0257516/?ref_=fn_tt_tt_1,,,,          
,Goal! The Dream Begins,2005,English,USA,Color,Drama|Romance|Sport,6.8,barrio|border|newcastle united|party|soccer,Danny Cannon,50919,114,90,PG-13,0,http://www.imdb.com/title/tt0380389/?ref_=fn_tt_tt_1,,,,          
,Dreamer: Inspired by a True Story,2005,English,USA,Color,Drama|Family|Sport,6.9,colon in title|horse|kentucky|overalls|six word title,John Gatins,10018,108,75,PG,1,http://www.imdb.com/title/tt0418647/?ref_=fn_tt_tt_1,,,,          
,A History of Violence,2005,English,USA,Color,Crime|Drama|Thriller,7.5,bar|crotch shot|female full frontal nudity|female pubic hair|robbery,David Cronenberg,186606,1125,441,R,1,http://www.imdb.com/title/tt0399146/?ref_=fn_tt_tt_1,,,,          
,Transporter 2,2005,English,France,Color,Action|Crime|Thriller,6.3,driver|french|kidnapping|police|sequel,Louis Leterrier,156267,340,163,PG-13,1,http://www.imdb.com/title/tt0388482/?ref_=fn_tt_tt_1,,,,          
,Four Brothers,2005,English,USA,Color,Action|Crime|Drama|Mystery|Thriller,6.9,bare butt|corrupt police|four brothers|funeral|murder,John Singleton,109894,340,123,R,3,http://www.imdb.com/title/tt0430105/?ref_=fn_tt_tt_1,,,,          
,The Curse of the Were-Rabbit,2005,English,UK,Color,Animation|Comedy|Family|Mystery|Sci-Fi,7.5,competition|giant vegetable|pest control|stop motion animation|vegetable,Steve Box,98160,307,209,G,0,http://www.imdb.com/title/tt0312004/?ref_=fn_tt_tt_1,,,,          
,Racing Stripes,2005,English,USA,Color,Adventure|Comedy|Drama|Family|Sport,5.2,farm|horse|kentucky|racehorse|zebra,Frederik Du Chau,12570,86,73,PG,0,http://www.imdb.com/title/tt0376105/?ref_=fn_tt_tt_1,,,,          
,Corpse Bride,2005,English,USA,Color,Animation|Drama|Family|Fantasy|Musical|Romance,7.4,arranged marriage|bride|corpse|groom|woods,Tim Burton,188785,467,267,PG,1,http://www.imdb.com/title/tt0121164/?ref_=fn_tt_tt_1,,,,          
,Assault on Precinct 13,2005,English,USA,Color,Action|Crime|Drama|Thriller,6.3,criminal|mobster|new year's eve|police|sergeant,Jean-François Richet,65979,220,152,R,1,http://www.imdb.com/title/tt0398712/?ref_=fn_tt_tt_1,,,,          
,North Country,2005,English,USA,Color,Drama,7.3,based on true story|innocence|lawsuit|mine|sexual harassment,Niki Caro,32815,214,155,R,4,http://www.imdb.com/title/tt0395972/?ref_=fn_tt_tt_1,,,,          
,The Cave,2005,English,USA,Color,Adventure|Horror|Thriller,5.1,cave|diver|diving|flare|parasite,Bruce Hunt,28606,262,140,PG-13,0,http://www.imdb.com/title/tt0402901/?ref_=fn_tt_tt_1,,,,          
,The New World,2005,English,USA,Color,Biography|Drama|History|Romance,6.7,captain|fort|love|native american|trade,Terrence Malick,70771,671,222,PG-13,0,http://www.imdb.com/title/tt0402399/?ref_=fn_tt_tt_1,,,,          
,An Unfinished Life,2005,English,USA,Color,Drama,7,abusive boyfriend|bear|car accident|ranch|wyoming,Lasse Hallström,24033,152,107,PG-13,3,http://www.imdb.com/title/tt0350261/?ref_=fn_tt_tt_1,,,,          
,Supercross,2005,English,USA,Color,Action|Drama|Romance|Sport,4,one word title|paddock|supercross|swimming pool|winning,Steve Boyum,3926,38,41,PG-13,1,http://www.imdb.com/title/tt0403016/?ref_=fn_tt_tt_1,,,,          
,The Promise,2005,Mandarin,China,Color,Action|Drama|Fantasy,5.6,armor|general|king|princess|slave,Kaige Chen,8215,132,90,PG-13,0,http://www.imdb.com/title/tt0417976/?ref_=fn_tt_tt_1,,,,          
,Walk the Line,2005,English,USA,Color,Biography|Drama|Music|Romance,7.9,1960s|accident|concert|guitar|prison,James Mangold,188637,815,291,PG-13,0,http://www.imdb.com/title/tt0358273/?ref_=fn_tt_tt_1,,,,          
,The Jacket,2005,English,USA,Color,Drama|Mystery|Sci-Fi|Thriller,7.1,gulf war veteran|morgue|shot in the head|vermont|veteran,John Maybury,92850,263,161,R,0,http://www.imdb.com/title/tt0366627/?ref_=fn_tt_tt_1,,,,          
,Pride & Prejudice,2005,English,France,Color,Drama|Romance,7.8,bachelor|england|gentleman|georgian|love,Joe Wright,193455,1058,177,PG,2,http://www.imdb.com/title/tt0414387/?ref_=fn_tt_tt_1,,,,          
,The 40-Year-Old Virgin,2005,English,USA,Color,Comedy|Romance,7.1,40 year old|car accident|cheating on girlfriend|collection|porno movie,Judd Apatow,313797,546,217,R,1,http://www.imdb.com/title/tt0405422/?ref_=fn_tt_tt_1,,,,          
,Red Eye,2005,English,USA,Color,Mystery|Thriller,6.5,airport|flight|hotel|hotel manager|plane,Wes Craven,94108,673,224,PG-13,0,http://www.imdb.com/title/tt0421239/?ref_=fn_tt_tt_1,,,,          
,The Constant Gardener,2005,English,UK,Color,Drama|Mystery|Romance|Thriller,7.5,death|diplomat|doctor|kenya|murder,Fernando Meirelles,111351,568,226,R,0,http://www.imdb.com/title/tt0387131/?ref_=fn_tt_tt_1,,,,          
,Hide and Seek,2005,English,USA,Color,Drama|Horror|Mystery|Thriller,5.9,bathtub|psychologist|pushed out a window|smothered with a pillow|telescope,John Polson,70205,450,180,R,0,http://www.imdb.com/title/tt0382077/?ref_=fn_tt_tt_1,,,,          
,Nanny McPhee,2005,English,USA,Color,Comedy|Family|Fantasy,6.6,father|governess|magic|nanny|widower,Kirk Jones,49676,181,128,PG,0,http://www.imdb.com/title/tt0396752/?ref_=fn_tt_tt_1,,,,          
,The Sisterhood of the Traveling Pants,2005,English,USA,Color,Comedy|Drama|Family|Romance,6.6,friendship|jeans|pants|summer|vacation,Ken Kwapis,44838,223,88,PG,0,http://www.imdb.com/title/tt0403508/?ref_=fn_tt_tt_1,,,,          
,Beauty Shop,2005,English,USA,Color,Comedy,5.5,client|dentures|false teeth|reference to peter pan|single parent,Bille Woodruff,13194,59,72,PG-13,1,http://www.imdb.com/title/tt0388500/?ref_=fn_tt_tt_1,,,,          
,Ice Princess,2005,English,USA,Color,Comedy|Drama|Family|Sport,6,championship|coach|harvard|physics|zamboni,Tim Fywell,19737,81,67,G,2,http://www.imdb.com/title/tt0396652/?ref_=fn_tt_tt_1,,,,          
,A Lot Like Love,2005,English,USA,Color,Comedy|Drama|Romance,6.6,flight|hasselblad camera|los angeles california|love|medium format camera,Nigel Cole,58297,161,112,PG-13,3,http://www.imdb.com/title/tt0391304/?ref_=fn_tt_tt_1,,,,          
,The Greatest Game Ever Played,2005,English,USA,Color,Drama|History|Sport,7.5,champion|golf tournament|golfer|nostalgia|orchestral music score,Bill Paxton,22289,106,86,PG,1,http://www.imdb.com/title/tt0388980/?ref_=fn_tt_tt_1,,,,          
,Lords of Dogtown,2005,English,USA,Color,Biography|Drama|Sport,7.1,1970s|skateboarder|skateboarding|surf|swimming pool,Catherine Hardwicke,43903,194,119,PG-13,0,http://www.imdb.com/title/tt0355702/?ref_=fn_tt_tt_1,,,,          
,Underclassman,2005,English,USA,Color,Action|Comedy|Crime|Drama|Thriller,4.1,police|private school|shootout|undercover|wigger,Marcos Siega,4875,26,31,PG-13,3,http://www.imdb.com/title/tt0373416/?ref_=fn_tt_tt_1,,,,          
,The World's Fastest Indian,2005,English,New Zealand,Color,Biography|Drama|Sport,7.9,mortgage|motorcycle|speed|trailer|utah,Roger Donaldson,44198,251,126,PG-13,1,http://www.imdb.com/title/tt0412080/?ref_=fn_tt_tt_1,,,,          
,King's Ransom,2005,English,USA,Color,Comedy|Crime,4.1,hit in the crotch|kidnapping|nail gun|police|release from prison,Jeffrey W. Byrd,3229,20,23,PG-13,7,http://www.imdb.com/title/tt0388183/?ref_=fn_tt_tt_1,,,,          
,BloodRayne,2005,English,USA,Color,Action|Adventure|Fantasy|Horror,2.9,escape|half human|king|vampire|vampire hunter,Uwe Boll,30628,471,143,R,2,http://www.imdb.com/title/tt0383222/?ref_=fn_tt_tt_1,,,,          
,Where the Truth Lies,2005,English,Canada,Color,Crime|Drama|Mystery|Thriller,6.5,breasts|death|female rear nudity|lesbian cunnilingus|rear entry sex,Atom Egoyan,14982,128,97,R,2,http://www.imdb.com/title/tt0373450/?ref_=fn_tt_tt_1,,,,          
,King Kong,2005,English,New Zealand,Color,Action|Adventure|Drama|Romance,7.2,animal name in title|ape abducts a woman|gorilla|island|king kong,Peter Jackson,316020,2618,446,PG-13,0,http://www.imdb.com/title/tt0360717/?ref_=fn_tt_tt_1,,,,          
,Derailed,2005,English,USA,Color,Drama|Thriller,6.6,drink|hotel|police|staged rape|thief,Mikael Håfström,62584,375,116,R,2,http://www.imdb.com/title/tt0398017/?ref_=fn_tt_tt_1,,,,          
,Deuce Bigalow: European Gigolo,2005,English,USA,Color,Comedy,4.6,dolphin|gigolo|pimp|serial killer|villain arrested,Mike Bigelow,41239,166,98,R,0,http://www.imdb.com/title/tt0367652/?ref_=fn_tt_tt_1,,,,          
,The Island,2005,English,USA,Color,Action|Adventure|Romance|Sci-Fi|Thriller,6.9,clone|environment|escape|island|lottery,Michael Bay,263336,899,257,PG-13,1,http://www.imdb.com/title/tt0399201/?ref_=fn_tt_tt_1,,,,          
,Joyeux Noel,2005,French,France,Color,Drama|History|Music|Romance|War,7.8,christmas|no man's land|soldier|trench|world war one,Christian Carion,21394,147,115,PG-13,0,http://www.imdb.com/title/tt0424205/?ref_=fn_tt_tt_1,,,,          
,Are We There Yet?,2005,English,USA,Color,Adventure|Comedy|Family|Romance,4.6,car fire|children|cockroach|independent film|new year,Brian Levant,22679,149,75,PG,2,http://www.imdb.com/title/tt0368578/?ref_=fn_tt_tt_1,,,,          
,Boogeyman,2005,English,USA,Color,Drama|Horror|Mystery|Thriller,4.1,boogeyman|childhood|fear|hometown|uncle,Stephen Kay,25960,389,140,PG-13,0,http://www.imdb.com/title/tt0357507/?ref_=fn_tt_tt_1,,,,          
,Pooh's Heffalump Movie,2005,English,USA,Color,Animation|Family|Fantasy|Mystery,6.4,creature|forest|mother son relationship|rabbit|winnie the pooh,Frank Nissen,4180,32,45,G,0,http://www.imdb.com/title/tt0407121/?ref_=fn_tt_tt_1,,,,          
,The Weather Man,2005,English,USA,Color,Comedy|Drama,6.6,corndog|failure|funeral in the rain|new york city|weatherman,Gore Verbinski,69172,316,156,R,1,http://www.imdb.com/title/tt0384680/?ref_=fn_tt_tt_1,,,,          
,Mrs Henderson Presents,2005,English,UK,Color,Comedy|Drama|Music|War,7.1,anti semitism|breasts|chamberlain|friend|theatre,Stephen Frears,13505,180,137,R,1,http://www.imdb.com/title/tt0413015/?ref_=fn_tt_tt_1,,,,          
,The Man,2005,English,Germany,Color,Action|Comedy|Crime,5.5,buddy comedy|criminal|gun smuggling|mistaken identity|salesman,Les Mayfield,21933,76,72,PG-13,2,http://www.imdb.com/title/tt0399327/?ref_=fn_tt_tt_1,,,,          
,Alone in the Dark,2005,English,Canada,Color,Horror|Sci-Fi,2.3,artifact|creature|darkness|demon|museum,Uwe Boll,37626,521,148,R,0,http://www.imdb.com/title/tt0369226/?ref_=fn_tt_tt_1,,,,          
,The Proposition,2005,English,Australia,Color,Crime|Drama|Western,7.4,aborigine|foreboding|gang|hideout|outlaw,John Hillcoat,43205,232,168,R,1,http://www.imdb.com/title/tt0421238/?ref_=fn_tt_tt_1,,,,          
,The Game of Their Lives,2005,English,USA,Color,Drama|History|Sport,6.2,1950s|brazil|soccer|soccer movie|world cup,David Anspaugh,2613,46,21,PG,0,http://www.imdb.com/title/tt0354595/?ref_=fn_tt_tt_1,,,,          
