movie_title,title_year,language,country,duration,color,genres,imdb_score,plot_keywords,director_name,Actors_name,num_voted_users,num_user_for_reviews,num_critic_for_reviews,content_rating,aspect_ratio,budget,gross,profit,facenumber_in_poster,movie_imdb_link,,,,
Sunshine Cleaning,2008,English,USA,91,Color,Comedy|Drama,6.9,business|crime scene cleanup|private school|school|sister sister relationship,Christine Jeffs,Clifton Collins Jr. |  Mary Lynn Rajskub |  Paul Dooley,61151,134,195,R,2.35,8000000,12055108,4055108,0,http://www.imdb.com/title/tt0862846/?ref_=fn_tt_tt_1,,,,          
Bottle Shock,2008,English,USA,110,Color,Comedy|Drama,6.8,airport|california|flat tire|overalls|wine,Randall Miller,Alan Rickman |  Freddy Rodríguez |  Greg Collins,12233,89,109,PG-13,2.35,5000000,4040588,-959412,0,http://www.imdb.com/title/tt0914797/?ref_=fn_tt_tt_1,,,,          
Standard Operating Procedure,2008,English,USA,118,Color,Crime|Documentary|War,7.5,abu ghraib|abuse|prison|slow motion|torture,Errol Morris,Jeffrey Frost |  Megan Ambuhl Graner |  Ken Davis,3329,22,121,R,2.35,,228830,228830,0,http://www.imdb.com/title/tt0896866/?ref_=fn_tt_tt_1,,,,          
"Lovely, Still",2008,English,USA,90,Color,Drama|Romance,7.3,christmas|fable|old man,Nicholas Fackler,Adam Scott |  Ellen Burstyn |  Martin Landau,1560,15,27,PG,1.85,5000000,124720,-4875280,0,http://www.imdb.com/title/tt1150947/?ref_=fn_tt_tt_1,,,,          
The Cottage,2008,English,UK,92,Color,Comedy|Crime|Horror|Thriller,6.2,countryside|deformed|farmer|gangster|kidnapping,Paul Andrew Williams,Dave Legeno |  Doug Bradley |  Georgia Groome,10056,82,80,Unrated,2.35,2500000,,-2500000,0,http://www.imdb.com/title/tt0465430/?ref_=fn_tt_tt_1,,,,          
Train,2008,English,USA,94,Color,Horror|Thriller,4.8,blood splatter|heart ripped out|jock strap|train|vomiting,Gideon Raff,Gideon Emery |  Gloria Votsis |  Derek Magyar,4790,52,33,R,1.85,,,0,1,http://www.imdb.com/title/tt1015474/?ref_=fn_tt_tt_1,,,,          
The Betrayed,2008,English,USA,98,Color,Crime|Drama|Mystery|Thriller,6.1,blood splatter|ski mask|stolen money|vomiting|warehouse,Amanda Gusack,Alice Krige |  Christian Campbell |  Blaine Anderson,1634,11,15,,1.85,3500000,,-3500000,0,http://www.imdb.com/title/tt1074191/?ref_=fn_tt_tt_1,,,,          
Choke,2008,English,USA,92,Color,Comedy|Drama,6.5,choking|friend|hospital|restaurant|scam,Clark Gregg,Anjelica Huston |  Matt Gerald |  Jonah Bobo,28573,72,159,R,1.66,3000000,2926565,-73435,0,http://www.imdb.com/title/tt1024715/?ref_=fn_tt_tt_1,,,,          
The Class,2008,French,France,128,Color,Drama,7.5,high school|inner city|school|student|teacher,Laurent Cantet,François Bégaudeau |  Agame Malembo-Emene |  Angélica Sancio,29248,86,212,PG-13,2.35,,3766595,3766595,7,http://www.imdb.com/title/tt1068646/?ref_=fn_tt_tt_1,,,,          
Journey to Saturn,2008,Danish,Denmark,90,Color,Action|Adventure|Animation|Comedy|Sci-Fi,5.7,crew|cult film|denmark|earth|wristwatch,Thorbjørn Christoffersen,Iben Hjejle |  Frank Hvam |  Casper Christensen,1828,6,2,Not Rated,1.85,,,0,0,http://www.imdb.com/title/tt1095423/?ref_=fn_tt_tt_1,,,,          
Religulous,2008,English,USA,101,Color,Comedy|Documentary|War,7.7,catholic|christian|jew|muslim|religion,Larry Charles,Bill Maher |  Tal Bachman |  Steve Burg,52286,345,197,R,1.78,2500000,12995673,10495673,1,http://www.imdb.com/title/tt0815241/?ref_=fn_tt_tt_1,,,,          
Fuel,2008,English,USA,112,Color,Documentary,7.6,alternative energy|energy|fuel|green|oil,Joshua Tickell,Larry David |  Sheryl Crow |  George W. Bush,578,34,14,Not Rated,1.85,2500000,173783,-2326217,0,http://www.imdb.com/title/tt1294164/?ref_=fn_tt_tt_1,,,,          
The Other End of the Line,2008,English,UK,106,Color,Comedy|Drama|Romance,6.2,birthday|call center|fiance|hotel|indian,James Dodson,Larry Miller |  Anupam Kher |  Shriya Saran,4820,26,22,PG-13,2.35,14000000,115504,-13884496,2,http://www.imdb.com/title/tt1049405/?ref_=fn_tt_tt_1,,,,          
Sleep Dealer,2008,Spanish,USA,90,Color,Drama|Romance|Sci-Fi|Thriller,5.9,computer|future|mexican immigrant|network|wilhelm scream,Alex Rivera,Leonor Varela |  Jacob Vargas |  Tenoch Huerta,5699,40,47,PG-13,1.85,2500000,75727,-2424273,0,http://www.imdb.com/title/tt0804529/?ref_=fn_tt_tt_1,,,,          
Impact Point,2008,English,USA,90,Color,Thriller,4.3,championship|hit and run|police|police investigation|volleyball,Hayley Cloake,Brian Austin Green |  Kayla Ewell |  Linden Ashby,1118,9,11,R,,2200000,,-2200000,2,http://www.imdb.com/title/tt1086841/?ref_=fn_tt_tt_1,,,,          
Waltz with Bashir,2008,Hebrew,Israel,90,Color,Animation|Biography|Documentary|Drama|History|War,8,bar|dog|interview|lebanon|nightmare,Ari Folman,Ari Folman |  Ronny Dayag |  Zahava Solomon,46107,156,231,R,1.85,1500000,2283276,783276,0,http://www.imdb.com/title/tt1185616/?ref_=fn_tt_tt_1,,,,          
Roadside Romeo,2008,Hindi,India,93,Color,Animation|Comedy|Family|Romance,5.3,india|love|love at first sight|mumbai india|reference to edward scissorhands,Jugal Hansraj,Saif Ali Khan |  Sanjay Mishra |  Javed Jaffrey,922,17,6,PG,2.35,,55202,55202,0,http://www.imdb.com/title/tt1050739/?ref_=fn_tt_tt_1,,,,          
Eden Lake,2008,English,UK,91,Color,Horror|Thriller,6.8,camping|forest|lake|stabbed with glass|vomiting,James Watkins,Michael Fassbender |  Jack O'Connell |  Lorraine Stanley,57811,357,161,R,2.35,,5824,5824,1,http://www.imdb.com/title/tt1020530/?ref_=fn_tt_tt_1,,,,          
Gangster's Paradise: Jerusalema,2008,English,South Africa,119,Color,Action|Crime|Drama,7.8,carjacking|drug lord|johannesburg south africa|police|post apartheid,Ralph Ziman,Rapulana Seiphemo |  Kenneth Nkosi |  Robert Hobbs,9689,23,30,R,2.35,2000000,4958,-1995042,2,http://www.imdb.com/title/tt0783532/?ref_=fn_tt_tt_1,,,,          
No Man's Land: The Rise of Reeker,2008,English,USA,88,Color,Horror|Thriller,4.9,death|desert|robber|sheriff|waitress,Dave Payne,Mircea Monroe |  Lew Temple |  Robert Pine,2701,31,21,R,1.78,2000000,,-2000000,0,http://www.imdb.com/title/tt1090671/?ref_=fn_tt_tt_1,,,,          
Man on Wire,2008,English,UK,90,Color,Biography|Crime|Documentary|History|Thriller,7.8,new york city|passion|reenactment|rooftop|tower,James Marsh,Paul McGill |  Philippe Petit |  Jean-Louis Blondeau,40481,134,194,PG-13,1.85,1000000,2957978,1957978,0,http://www.imdb.com/title/tt1155592/?ref_=fn_tt_tt_1,,,,          
Pontypool,2008,English,Canada,95,Color,Fantasy|Horror,6.7,blood splatter|talk radio|virus|vomiting blood|zombie apocalypse,Bruce McDonald,Stephen McHattie |  Georgina Reilly |  Boyd Banks,22212,142,178,Not Rated,2.35,1500000,3478,-1496522,0,http://www.imdb.com/title/tt1226681/?ref_=fn_tt_tt_1,,,,          
Trucker,2008,English,USA,90,Color,Drama,6.7,cancer|cigarette smoking|hospital|one night stand|trucker,James Mottern,Jimmy Bennett |  Joey Lauren Adams |  Matthew Lawrence,2792,22,46,R,2.35,2000000,52166,-1947834,3,http://www.imdb.com/title/tt1087527/?ref_=fn_tt_tt_1,,,,          
The Day the Earth Stood Still,2008,English,USA,104,Color,Drama|Sci-Fi|Thriller,5.5,alien|earth|giant robot|military|scientist,Scott Derrickson,Keanu Reeves |  Jon Hamm |  Juan Riedinger,139426,698,276,PG-13,2.35,80000000,79363785,-636215,0,http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1,,,,          
Extreme Movie,2008,English,USA,76,Color,Comedy,3.8,box office flop|female frontal nudity|pink bra and panties|red bra and panties|sex,Adam Jay Epstein,Rich Ceraulo |  Denise Boutte |  Vanessa Lee Chester,9560,35,14,R,1.85,,,0,6,http://www.imdb.com/title/tt0806147/?ref_=fn_tt_tt_1,,,,          
Lake Mungo,2008,English,Australia,89,Color,Drama|Horror|Mystery|Thriller,6.1,ghost|lake|parapsychologist|psychic|secret,Joel Anderson,Talia Zucker |  Rosie Traynor |  Martin Sharpe,9465,85,95,R,1.85,1400000,,-1400000,0,http://www.imdb.com/title/tt0816556/?ref_=fn_tt_tt_1,,,,          
Shine a Light,2008,English,USA,122,Color,Biography|Documentary|Music,7.2,band|concert footage|new york city|rolling stones|three word title,Martin Scorsese,Mick Jagger |  Keith Richards |  Albert Maysles,9638,67,129,PG-13,1.85,,5355376,5355376,0,http://www.imdb.com/title/tt0893382/?ref_=fn_tt_tt_1,,,,          
"Food, Inc.",2008,English,USA,94,Color,Documentary,7.9,farming|flesh eating|food|food industry|gluttony,Robert Kenner,Michael Pollan |  Eric Schlosser |  Barbara Kowalcyk,42389,183,120,PG,1.78,,4417124,4417124,0,http://www.imdb.com/title/tt1286537/?ref_=fn_tt_tt_1,,,,          
Frozen River,2008,English,USA,97,Color,Crime|Drama,7.2,border|mohawk|money|new york|river,Courtney Hunt,Charlie McDermott |  Michael O'Keefe |  Misty Upham,21746,93,181,R,1.85,1000000,2508841,1508841,1,http://www.imdb.com/title/tt0978759/?ref_=fn_tt_tt_1,,,,          
The Poker House,2008,English,USA,93,Color,Drama,6.5,basketball|drug abuse|interracial rape|iowa|tween girl,Lori Petty,Jennifer Lawrence |  Chloë Grace Moretz |  Bokeem Woodbine,3943,24,12,R,1.85,,,0,3,http://www.imdb.com/title/tt1014806/?ref_=fn_tt_tt_1,,,,          
Childless,2008,English,USA,90,Color,Drama,6.1,,Charlie Levi,Joe Mantegna |  Barbara Hershey |  Diane Venora,33,,,R,,1000000,,-1000000,5,http://www.imdb.com/title/tt0867270/?ref_=fn_tt_tt_1,,,,          
Harrison Montgomery,2008,English,USA,95,Color,Drama,7.4,abusive relationship|character name in title|magic|san francisco california|tenderloin san francisco,Daniel Davila,Martin Landau |  Melora Walters |  Diane Baker,59,1,5,,1.78,850000,,-850000,2,http://www.imdb.com/title/tt0870118/?ref_=fn_tt_tt_1,,,,          
Donkey Punch,2008,English,UK,99,Color,Crime|Drama|Horror|Thriller,5.2,male frontal nudity|male nudity|male pubic hair|male rear nudity|spain,Oliver Blackburn,Julian Morris |  Nichola Burley |  Tom Burke,9376,74,114,R,1.85,900000,18378,-881622,0,http://www.imdb.com/title/tt0988849/?ref_=fn_tt_tt_1,,,,          
Fireproof,2008,English,USA,122,Color,Drama|Romance,6.5,christian film|dare|firefighter|internet pornography|marriage,Alex Kendrick,Kirk Cameron |  Ken Bevel |  Erin Bethea,17068,215,50,PG,1.85,500000,33451479,32951479,0,http://www.imdb.com/title/tt1129423/?ref_=fn_tt_tt_1,,,,          
What Happens in Vegas,2008,English,USA,101,Color,Comedy|Romance,6.1,casino|father son relationship|jackpot|judge|wedding,Tom Vaughan,Treat Williams |  Andrew Daly |  Michelle Krusiec,140740,151,148,PG-13,2.35,35000000,80276912,45276912,2,http://www.imdb.com/title/tt1033643/?ref_=fn_tt_tt_1,,,,          
Wendy and Lucy,2008,English,USA,80,Color,Drama,7.1,car|dog|flip phone|rape threat|vulnerable,Kelly Reichardt,John Robinson |  Lucy |  Will Oldham,12241,112,189,R,1.85,200000,856942,656942,1,http://www.imdb.com/title/tt1152850/?ref_=fn_tt_tt_1,,,,          
Sunday School Musical,2008,English,USA,93,Color,Drama|Musical,2.5,church|competition|high school|new school|pastor,Rachel Goldenberg,Dustin Fitzsimons |  Mark Hengst |  Debra Lynn Hull,602,18,5,G,1.85,,,0,0,http://www.imdb.com/title/tt1270792/?ref_=fn_tt_tt_1,,,,          
Bronson,2008,English,UK,92,Color,Action|Biography|Crime|Drama,7.1,male full frontal nudity|prison|prisoner|solitary confinement|violence,Nicolas Winding Refn,Tom Hardy |  James Lance |  Matt King,84817,145,225,R,1.85,,104792,104792,0,http://www.imdb.com/title/tt1172570/?ref_=fn_tt_tt_1,,,,          
Call + Response,2008,English,USA,86,Color,Documentary|History|Music,7.5,fair trade|human trafficking|non profit|rockumentary|slavery,Justin Dillon,Matisyahu |  Natasha Bedingfield |  Madeleine Albright,48,2,7,PG-13,,200000,215185,15185,3,http://www.imdb.com/title/tt1301130/?ref_=fn_tt_tt_1,,,,          
Baghead,2008,English,USA,84,Color,Comedy|Drama|Horror|Romance,6,actor|cabin|california|paper bag|vomiting,Jay Duplass,Greta Gerwig |  Jennifer Lafleur |  Elise Muller,3507,40,93,R,1.85,,140016,140016,0,http://www.imdb.com/title/tt0923600/?ref_=fn_tt_tt_1,,,,          
Good Dick,2008,English,USA,86,Color,Comedy|Drama|Romance,6.5,avoidant personality disorder|emotionally vulnerable|sex|video store|video store clerk,Marianna Palka,Bryce Dallas Howard |  Martin Starr |  Jason Ritter,6689,51,38,R,1.85,,15542,15542,0,http://www.imdb.com/title/tt0944101/?ref_=fn_tt_tt_1,,,,          
Yesterday Was a Lie,2008,English,USA,89, Black and White,Drama|Music|Mystery|Romance|Sci-Fi,5.4,claim in title|jazz|jazz singer|sexy woman|time manipulation,James Kerwin,John Newton |  Chase Masterson |  H.M. Wynant,374,10,25,PG,1.78,2500000,,-2500000,3,http://www.imdb.com/title/tt0448182/?ref_=fn_tt_tt_1,,,,          
"10,000 B.C.            ",2008,,,22,,Comedy,7.2,,Christopher Barnard,Mathew Buck,,,,,,,,0,0,http://www.imdb.com/title/tt1869849/?ref_=fn_tt_tt_1,,,,          
Defiance            ,2008,English,USA,43,Color,Action|Drama|Sci-Fi,7,alien|alien invasion|planet invasion|post apocalypse|year 2046,,Julie Benz |  Tony Curran |  Grant Bowler,33535,149,28,TV-MA,1.78,,,0,3,http://www.imdb.com/title/tt2189221/?ref_=fn_tt_tt_1,,,,          
Outlander            ,2008,English,USA,64,Color,Drama|Romance|Sci-Fi,8.5,based on novel|clan|scotland|scottish highlands|year 1743,,Tobias Menzies |  Graham McTavish |  Stephen Walters,50391,148,30,TV-MA,16,,,0,8,http://www.imdb.com/title/tt3006802/?ref_=fn_tt_tt_1,,,,          
Meet the Browns            ,2008,English,USA,30,Color,Comedy,3.5,african american|character name in title|family relationships|sitcom,,Lamman Rucker |  David Mann |  Denise Boutte,1922,20,3,,1.85,,,0,2,http://www.imdb.com/title/tt1319598/?ref_=fn_tt_tt_1,,,,          
Star Wars: The Clone Wars            ,2008,English,USA,23,Color,Action|Adventure|Animation|Drama|Fantasy|Sci-Fi,7.9,begins with narration|female warrior|inbetwequel|jedi knight|war against machines,,Dee Bradley Baker |  James Arnold Taylor |  Tom Kane,28190,73,47,TV-PG,2.35,,,0,0,http://www.imdb.com/title/tt0458290/?ref_=fn_tt_tt_1,,,,          
Gomorrah            ,2008,Italian,Italy,55,Color,Crime|Drama|Thriller,8.7,,,Maria Pia Calzone |  Fortunato Cerlino |  Marco D'Amore,9638,25,10,TV-MA,1.85,,,0,5,http://www.imdb.com/title/tt2049116/?ref_=fn_tt_tt_1,,,,          
Avatar,2009,English,USA,178,Color,Action|Adventure|Fantasy|Sci-Fi,7.9,avatar|future|marine|native|paraplegic,James Cameron,CCH Pounder |  Joel David Moore |  Wes Studi,886204,3054,723,PG-13,1.78,237000000,760505847,523505847,0,http://www.imdb.com/title/tt0499549/?ref_=fn_tt_tt_1,,,,          
Harry Potter and the Half-Blood Prince,2009,English,UK,153,Color,Adventure|Family|Fantasy|Mystery,7.5,blood|book|love|potion|professor,David Yates,Alan Rickman |  Daniel Radcliffe |  Rupert Grint,321795,973,375,PG,2.35,250000000,301956980,51956980,3,http://www.imdb.com/title/tt0417741/?ref_=fn_tt_tt_1,,,,          
Transformers: Revenge of the Fallen,2009,English,USA,150,Color,Action|Adventure|Sci-Fi,6,autobot|decepticon|machine|sun|symbol,Michael Bay,Glenn Morshower |  Kevin Dunn |  Ramon Rodriguez,323207,1439,366,PG-13,2.35,200000000,402076689,202076689,0,http://www.imdb.com/title/tt1055369/?ref_=fn_tt_tt_1,,,,          
Terminator Salvation,2009,English,USA,118,Color,Action|Adventure|Sci-Fi,6.6,death row|future|machine|rescue|skynet,McG,Christian Bale |  Bryce Dallas Howard |  Common,286095,974,422,PG-13,2.35,200000000,125320003,-74679997,0,http://www.imdb.com/title/tt0438488/?ref_=fn_tt_tt_1,,,,          
2012,2009,English,USA,158,Color,Action|Adventure|Sci-Fi,5.8,ark|catastrophe|geologist|president|writer,Roland Emmerich,Oliver Platt |  Liam James |  Tom McCarthy,283418,1055,367,PG-13,2.35,200000000,166112167,-33887833,0,http://www.imdb.com/title/tt1190080/?ref_=fn_tt_tt_1,,,,          
A Christmas Carol,2009,English,USA,96,Color,Animation|Drama|Family|Fantasy,6.8,charles dickens|christmas|christmas eve|ghost|scrooge,Robert Zemeckis,Robin Wright |  Colin Firth |  Gary Oldman,72809,249,240,PG,2.35,200000000,137850096,-62149904,0,http://www.imdb.com/title/tt1067106/?ref_=fn_tt_tt_1,,,,          
Up,2009,English,USA,96,Color,Adventure|Animation|Comedy|Family,8.3,balloon|house|promise|retirement|skeleton,Pete Docter,John Ratzenberger |  Delroy Lindo |  Jess Harnell,665575,704,408,PG,1.85,175000000,292979556,117979556,1,http://www.imdb.com/title/tt1049413/?ref_=fn_tt_tt_1,,,,          
Monsters vs. Aliens,2009,English,USA,94,Color,Action|Adventure|Animation|Comedy|Family|Sci-Fi,6.5,alien|alien invasion|alien space craft|giant|giantess,Rob Letterman,Amy Poehler |  Rainn Wilson |  Stephen Colbert,114553,187,219,PG,2.35,175000000,198332128,23332128,2,http://www.imdb.com/title/tt0892782/?ref_=fn_tt_tt_1,,,,          
G.I. Joe: The Rise of Cobra,2009,English,USA,118,Color,Action|Adventure|Sci-Fi|Thriller,5.8,cobra|gi joe|snake|train|warhead,Stephen Sommers,Joseph Gordon-Levitt |  Dennis Quaid |  Leo Howard,174578,534,250,PG-13,2.35,175000000,150167630,-24832370,4,http://www.imdb.com/title/tt1046173/?ref_=fn_tt_tt_1,,,,          
Night at the Museum: Battle of the Smithsonian,2009,English,USA,105,Color,Adventure|Comedy|Family|Fantasy,5.9,hdtv|motorcycle|museum|security guard|tyrannosaurus rex,Shawn Levy,Robin Williams |  Rami Malek |  Steve Coogan,130272,209,185,PG,2.35,150000000,177243721,27243721,2,http://www.imdb.com/title/tt1078912/?ref_=fn_tt_tt_1,,,,          
X-Men Origins: Wolverine,2009,English,USA,119,Color,Action|Adventure|Fantasy|Sci-Fi|Thriller,6.7,army|civil war|claw fight|commando|wolverine the character,Gavin Hood,Hugh Jackman |  Ryan Reynolds |  Dominic Monaghan,361924,641,350,PG-13,2.35,150000000,179883016,29883016,0,http://www.imdb.com/title/tt0458525/?ref_=fn_tt_tt_1,,,,          
Angels & Demons,2009,English,USA,146,Color,Mystery|Thriller,6.7,conclave|illuminati|murder|reference to bernini|reference to raphael,Ron Howard,Tom Hanks |  Ayelet Zurer |  Armin Mueller-Stahl,207839,435,298,PG-13,2.35,150000000,133375846,-16624154,2,http://www.imdb.com/title/tt0808151/?ref_=fn_tt_tt_1,,,,          
G-Force,2009,English,USA,88,Color,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,5.1,fbi director|guinea pig|household appliance|secret agent|talking mouse,Hoyt Yeatman,Kelli Garner |  Piper Mackenzie Harris |  Niecy Nash,33042,90,145,PG,2.35,150000000,119420252,-30579748,0,http://www.imdb.com/title/tt0436339/?ref_=fn_tt_tt_1,,,,          
Star Trek,2009,English,USA,127,Color,Action|Adventure|Sci-Fi,8,box office hit|future|lifted by the throat|star trek|vulcan,J.J. Abrams,Chris Hemsworth |  Leonard Nimoy |  Bruce Greenwood,504419,1559,518,PG-13,2.35,150000000,257704099,107704099,0,http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1,,,,          
Watchmen,2009,English,USA,215,Color,Action|Drama|Mystery|Sci-Fi,7.7,conspiracy|cynicism|false promise of the american dream|male full frontal nudity|male nudity,Zack Snyder,Matt Frewer |  Billy Crudup |  Stephen McHattie,392474,1229,451,R,2.35,130000000,107503316,-22496684,1,http://www.imdb.com/title/tt0409459/?ref_=fn_tt_tt_1,,,,          
The Princess and the Frog,2009,English,USA,97,Color,Animation|Family|Fantasy|Musical|Romance,7.1,amphibian|dream|frog|frog prince|waitress,Ron Clements,Oprah Winfrey |  Jenifer Lewis |  Anika Noni Rose,89351,214,228,G,1.85,105000000,104374107,-625893,0,http://www.imdb.com/title/tt0780521/?ref_=fn_tt_tt_1,,,,          
Public Enemies,2009,English,USA,140,Color,Biography|Crime|Drama|History|Romance,7,1930s|bank|celebrity criminal|fbi|public enemy number one,Michael Mann,Johnny Depp |  Christian Bale |  Stephen Graham,230931,585,357,R,2.35,100000000,97030725,-2969275,1,http://www.imdb.com/title/tt1152836/?ref_=fn_tt_tt_1,,,,          
The Taking of Pelham 1 2 3,2009,English,USA,106,Color,Action|Crime|Thriller,6.4,hijack|hostage|ransom|subway|train,Tony Scott,Denzel Washington |  Ramon Rodriguez |  Michael Rispoli,149998,285,267,R,2.35,100000000,65452312,-34547688,1,http://www.imdb.com/title/tt1111422/?ref_=fn_tt_tt_1,,,,          
Where the Wild Things Are,2009,English,Germany,101,Color,Adventure|Drama|Family|Fantasy,6.8,based on children's book|creature|igloo|imagination|king,Spike Jonze,Catherine O'Hara |  Ryan Corr |  Max Records,87677,388,333,PG,2.35,100000000,77222184,-22777816,0,http://www.imdb.com/title/tt0386117/?ref_=fn_tt_tt_1,,,,          
